2758	See Afro-Latin American, though I would personally merge that artiucle and this one,	Podívejme se na Afro - Latinskou Ameriku , I když bych osobně spojil tuhle a tuhle ,	[0, 0, 1]	NOT
3159	see section below about a major new book on Indigenous slavery in the Pacific Northwest.	viz bod níže o nové velké knize o domorodé otroctví v Severozápadě Tichomoří .	[0, 0, 0]	NOT
7554	I just took the liberty of removing this statement myself. same poster as above, about thirty seconds later	Jen jsem si dovolil odstranit toto prohlášení sám . Stejný plakát jako výše , o třicet sekund později	[0, 0, 0]	NOT
1777	Spaceman spiff,may god be remove your mental problem,GET WELL SOON	Spaceman spiff , ať tě Bůh zbaví duševního problému , dostaň se brzy	[1, 1, 1]	ERR
8403	Your vandalism to the Matt Shirvington article has been reverted. Please don't do it again, or you will be banned.	Váš vandalismus k článku Matta Shirvingtona byl zrušen . Prosím , nedělejte to znovu , jinak budete zakázáni .	[0, 0, 0]	NOT
6129	And right on cue your white knight rushes in to protect you.	A hned se k tobě vběhne bílý rytíř , aby tě ochránil .	[0, 0, 0]	NOT
3981	REDIRECT Talk:We Gotta Get out of This Place: Popular Conservatism and Postmodern Culture (1992)	REDIRECT Talk : Musíme z tohoto místa vypadnout : Populární konzervativismus a postmoderní kultura ( 1992 )	[0, 0, 1]	NOT
1719	I'm not sure, but is this the Jewel of Affection that allows the charisma or charm enchancement in AD&D;?	Nejsem si jistý , ale je to klenot lásky , který umožňuje charisma nebo šarm enchancement v AD&D ?	[1, 0, 1]	ERR
9649	Yes, Sarujo thinks he knows everything yet he knows nothing.	Ano , Sarujo si myslí , že ví všechno , ale nic neví .	[0, 0, 0]	NOT
4263	And if you did not notice, we are not here to argue about the Battle of River Plate.	A pokud jste si nevšimli , my tu nejsme , abychom se hádali o bitvě u River Plate .	[0, 0, 1]	NOT
2720	That is interesting, does anyone know the reason for this? Maybe someone in the US Navy?	To je zajímavé , ví někdo důvod ? Možná někdo z amerického námořnictva ?	[0, 0, 0]	NOT
8077	Merge Here, you can discuss wether this article should be merged with	Zde můžete diskutovat o tom , zda by se tento článek měl sloučit s	[0, 0, 0]	NOT
7087	reason for removal. Either would be great contributions to the main article, but not without supporting evidence	důvod pro odstranění . Buď by byl velký příspěvek na hlavní článek , ale ne bez důkazů na podporu	[0, 0, 0]	NOT
8543	youre a little faggot who dosent know me you faggot go suck a dick	Jsi malej hajzl , který mě nezná . Jsi hajzl , co si kouří péro .	[0, 1, 0]	NOT
4103	He is adduced by Israeli advocacy groups because he is a famous person, a notable in the public eye, not because of his expertise in the area.	Je předváděn izraelskými advokátními skupinami proto , že je slavnou osobou , známou ve veřejném oku , ne kvůli své odborné znalosti v této oblasti .	[0, 0, 0]	NOT
290	That 14yr old asked for it when he made it his agenda to victimise anonymous users of wikipedia.	Ten 14 - ti letý požádal o to , když to udělal svou agendu , aby obětí anonymní uživatelé wikipedia .	[0, 0, 0]	NOT
8415	a cold rapper on eathang P.s. Im black but lil wayne is da best rapper alive	chladný rapper na eathang P . s . Jsem černý , ale lil Wayne je da nejlepší rapper naživu	[0, 0, 0]	NOT
4412	Swagger Jacking== I think it should be noted in the controversy section that Jay-Z is known for stealing other artists lyrics. ==	Swagger Jacking== Myslím , že je třeba v kontroverzní sekci poznamenat , že Jay - Z je známý pro kradení textů jiných umělců . ==	[0, 1, 0]	NOT
6547	It's going to take awhile for the Western articles to catch up on their knowledge Eastern dishes so that we can link to their inaccurate articles.	Bude trvat chvilku , než západní články chytit na své znalosti východní jídla , takže můžeme odkazovat na jejich nepřesné články .	[1, 0, 0]	NOT
4826	Articles are not meant to be trolled, I don't care you're admin, I've been on Wikipedia for years.	Články nejsou určeny k trollování , je mi jedno , že jsi správce , jsem na Wikipedii už léta .	[0, 0, 0]	NOT
3050	Alternatively, tell me how can I get rid of this user.	Alternativně mi řekněte , jak se toho uživatele zbavím .	[0, 0, 0]	NOT
3073	Good Riddance, you irrational jerk, I'm glad you're gone and don't you ever come back.	Dobrá Riddance , ty iracionální blbečku , jsem rád , že jsi pryč a že se nikdy nevrátíš .	[0, 1, 1]	ERR
1776	Then you can just have a mention on that page regarding number 1, which points to Atari Corporation.	Pak můžeš mít na té stránce jen zmínku o čísle 1 , které poukazuje na společnost Atari .	[0, 0, 0]	NOT
6100	When the page is properly referenced you may remove the tag	Pokud je stránka řádně odkazována , můžete odebrat štítek	[0, 0, 0]	NOT
3556	Courtesy of this phenomenon my son already has procured an arrest record.	Díky tomuto fenoménu si můj syn už získal záznam o zatčení .	[0, 0, 0]	NOT
9636	You seem to have an issue with Executive Orders being published. Please, explain yourself on why this is? Besides PERSONAL bias opinions. Jason	Zdá se , že máte problém s vyhlášením výkonných rozkazů . Prosím , vysvětlete si , proč je to tak ? Kromě osobních názorů . Jason	[0, 0, 0]	NOT
6625	Can I changed the red in the photo with the red that I think it is better? (UTC	Mohu změnit červenou na fotce s červenou , že si myslím , že je lepší ? ( UTC	[0, 0, 0]	NOT
462	I am going to shoot you in the head and laugh as your brains splatter onto the ground.	Zastřelím tě do hlavy a směju se , jak se ti mozky vrhnou na zem .	[0, 3, 0]	NOT
3195	OhnoitsJamie, you're a faggot. What do you think of that?	OhnoitsJamie , jsi teplouš , co si o tom myslíš ?	[0, 0, 0]	NOT
8239	It is listed on the SuperValu web site in their Store Finder section. Note the capital V.	Je uvedena na webové stránce SuperValu v sekci vyhledávače obchodů . Vezměte na vědomí hlavní V .	[0, 0, 0]	NOT
5324	by telling me to look up a page. You are still not wanting to accept my reliable source	tím , že mi řeknete , abych se podíval na stránku . Pořád nechcete přijmout můj spolehlivý zdroj	[0, 0, 0]	NOT
3198	I had a look over it now (I couldn't earlier, collateral IP ban from being on a shared server) and it only needed very small changes for it to flow	Díval jsem se na to teď ( Nemohl jsem dříve , kolaterální IP zákaz z být na sdíleném serveru ) a potřeboval jen velmi malé změny , aby to proudit	[0, 0, 0]	NOT
6668	Did you know you are full of shit and a fucking cunt?	Věděla jsi , že jsi plná sraček a zasranej děvka ?	[0, 0, 0]	NOT
6606	It's a moot point at this stage, someone more senior than me has decided to blacklist the forum.	V téhle fázi je problém , někdo starší než já se rozhodl zařadit forum na černou listinu .	[0, 0, 0]	NOT
1326	Since you all feel so passionately about it, how about saving his article? Captain celery	Vzhledem k tomu , že se k tomu všichni tak vášnivě cítíte , co kdybyste zachránili jeho článek ?	[0, 0, 1]	NOT
9357	you cannot stop this legion so why bother trying?	Nemůžeš zastavit tu legii , tak proč se snažíš ?	[0, 0, 0]	NOT
511	He is a very hot skater. I have pix of him in my locker. * kisses 4 ryan!	Je to velmi horký bruslař . Mám ho v šatníku . * líbání 4 ryan !	[1, 0, 1]	ERR
4853	Oh, it was mmackinnon who requested the editprotect, not me. I am not really sure how the moderation system works.	Oh , to byl mmackinnon , kdo požádal editprotect , ne já .	[0, 1, 0]	NOT
4185	well I'm going to focus on content and just leave it at that.	tak se budu soustředit na obsah a nechám to na tom .	[0, 0, 0]	NOT
6648	you are talking to Larry Harnisch who happens to know more about this case than anyone living. I suggest you walk away.	Mluvíte s Larrym Harnischem , který o tom případu ví víc než kdokoliv jiný .	[0, 0, 0]	NOT
6833	I wish the above sentiment could be captured in a 100-page thesis - it would make a very, very good case for inclusionism.	Přál bych si , aby byl výše uvedený pocit zachycen v 100stránkové teze - to by bylo velmi , velmi dobrý případ pro začleňování .	[0, 0, 0]	NOT
6983	im soory since when is google images not allowed (ppl take stuff from it all the time fuggin fagit Italic textyou asshole	Im soory , protože kdy je Google obrázky nejsou povoleny ( ppl vzít věci z toho celou dobu fuggin fagit Italic textvy zasraný	[1, 1, 0]	ERR
1969	yes, i also came looking for a discussion of cosmetic uses the often-seen cucumber-slices-on-the-eyes. what's that all about?	Ano , taky jsem přišel hledat diskuzi o kosmetických použitích často viděných ořechových plátků na očích . O čem to je ?	[1, 0, 1]	ERR
4513	Somebody examine this goof's censorship of Kleargear shall we? What is his (paid) motivation after ALL these many months?	Někdo zkontroluje tenhle bláznivý cenzuru Kleargeara , můžeme ? Co je jeho ( placená ) motivace po všech těchto měsících ?	[3, 0, 0]	NOT
5484	Can't you at least have the common courtesy to answer my question, or do you just want to be a jerk?	Nemůžeš mít aspoň to společné laskavost , abys odpověděl na mou otázku , nebo chceš být jen blbec ?	[0, 0, 0]	NOT
7062	OH DEAR OH DEAR, HOW FUKIN SAD. I WILL REGRET THIS FOR THE REST OF MY LIFE!!	Oh drahý oh drahý , jak děsný děs . Budu si to zapamatovat na poslední chvíli svého života ! !	[0, 1, 0]	NOT
5921	stop pretending as if you are the owner of that content, it will be shame among the shame.	Přestaň předstírat , že jsi vlastník toho obsahu , bude to hanba mezi hanbou .	[0, 0, 0]	NOT
5636	The chromosphere is entirely composed of spicules. Should this sentence be removed - as far as I can tell it isn't accurate.	Chrosféra je zcela složena z pavouků . Měl by být tento věta odstraněna - pokud vím , není přesná .	[1, 0, 0]	NOT
8399	i never new a sui dynasty general took part in a landing operation 1,200 years later on hainan island? maybe someone would fix the link?	Nikdy jsem nebyl nový generál z dynastie sui , který se o 1200 let později podílel na přistání na ostrově hainan ? Možná by někdo opravil spojení ?	[0, 1, 1]	ERR
6698	If you continue to vandalize articles you will be blocked	Pokud budete pokračovat v vandalizování článků , budete zablokováni	[0, 0, 0]	NOT
3535	i just started the law inforcement page of cape verde	Právě jsem začala stránku pro prosazování práva v Kape Verde	[0, 1, 1]	ERR
4749	Fuck you people are dumb.... Facebook IS a public domain and the picture is not fucking copyrighted. Get that through your fucking thick skull.	Do prdele , lidi , jste hloupí . . . Facebook je veřejná doména a fotka není kurva autorská . Dostat to přes tvou zasranou tlustou lebku .	[0, 0, 0]	NOT
4241	On the contrary, I provide links to support my edits complaining about her behaviour toward me or to prove her accusations are wrong (example )	Naopak , poskytujem odkazy na podporu mé úpravy stěžující se na její chování vůči mně nebo prokázat , že její obvinění jsou nesprávné ( příklad )	[0, 0, 0]	NOT
9566	and i dont deny that people suffered greatly. but i also beleive that people have told wild lies and made a great deal of money, like Speilberg.	A nepopírám , že lidé hodně utrpěli . Ale také si myslím , že lidé řekli divoké lži a vydělali hodně peněz , jako Speilberg .	[0, 0, 0]	NOT
4646	This article was very informative. I love the setup and I especially like the incorporation of those films. Good Job!	Tento článek byl velmi informativní . Miluji nastavení a zvláště se mi líbí začlenění těchto filmů . Dobrá práce !	[0, 0, 0]	NOT
9691	Nice to see you back as a registered user. Here is the new article on Jesus Baza Duenas. 	Rád vás vidím zpět jako registrovaného uživatele . Zde je nový článek o Ježíš Baza Duenas .	[1, 0, 0]	NOT
2969	They are.LOOK. JUST BECAUSE YOU DONT WANT THOSE CHARACTERS IN DOES NOT MEAN THEY WON'T BE IN. -	Jen proto , že nechceš tyhle znaky , neznamená to , že by tam nebyly .	[0, 1, 1]	ERR
6421	It's disgusting to be censured so abusively from a highly biased editor MONGO, and then have all of his abuse supported without discussion. ?	Je nechutné být tak zneužíváně obviněn od vysoce upřednostněného redaktora MONGO , a potom nechat všechny jeho zneužívání podporovat bez diskuze .	[1, 0, 0]	NOT
2239	put some political soapbox- can some one fix it? alos it appaers that the article is being rapidly vandalized	dát nějaké politické vysílání - může někdo něco napravit ? alos to appaers , že článek je rychle vandalizované	[1, 1, 0]	ERR
8170	Still too much detail to uniform (two years later). Link title	Pořád příliš mnoho detailů na uniformu ( dva roky později ) .	[0, 0, 0]	NOT
2829	WHO CARES.... GOETHEAN IS A capuchin monkeys anyway	Který se zajímá . . . . GOETEAN je stejně capuchinové opice	[0, 1, 0]	NOT
2527	Your opinion is obviously baised. HERE. Only place i could find it. -	Tvůj názor je očividně zmatený .	[3, 1, 1]	ERR
1504	Can we get this molecule in the haworth projection? Thanks!	Můžeme dostat tu molekulu do haworthovy projekce ?	[0, 0, 1]	NOT
2378	EVERYONE BELOW CAN SUCK MY COCK, AS I HAVE A DYNAMIC IP.	Všichni níže si můžou vykouřit kůži , protože mám DYNAMICKÉ IP .	[1, 1, 1]	ERR
7587	HC CSKA Moscow Please get a consensus, before making your changes.	HC CSKA Moskva Před provedením změn se prosím dohodnete .	[0, 0, 0]	NOT
7567	Ok i will add the section tomorrow. Keep up the good work, night.	Dobře , zítra přidám sekci , pokračujte v dobré práci , noc .	[0, 0, 0]	NOT
1266	How about some discussion here about the Housemartins' tendencies toward Motown type blue eyed soul?	Co kdybychom tu prodiskutovali sklony Housemartinů k Motownovým modrým očím ?	[1, 1, 1]	ERR
1262	Is there a way to have a solid, progressive discussion concerning this article and once and for all get it resolved?	Existuje způsob , jak provést solidní , progresivní diskusi o tomto článku a jednou provždy ji vyřešit ?	[0, 0, 0]	NOT
